river,treatment,transect,num,og.width.cm,date,measured.width.cm
PLPE,A,250,6,572,31/08/2024,793
PLPE,A,250,6,572,19/09/2024,793
PLPE,A,250,6,572,30/09/2024,793
PLPE,A,250,6,572,19/10/2024,793
PLPE,A,250,6,572,30/10/2024,793
PLPE,A,250,6,572,19/11/2024,802
PLPE,A,250,6,572,30/11/2024,802
PLPE,A,250,6,572,20/12/2024,802
PLPE,A,250,6,572,31/12/2024,802
PLPE,A,300,7,740,18/07/2019,800
PLPE,A,300,7,740,01/08/2019,800
PLPE,A,300,7,740,15/08/2019,800
PLPE,A,300,7,740,29/08/2019,800
PLPE,A,300,7,740,12/09/2019,800
PLPE,A,300,7,740,26/09/2019,800
PLPE,A,300,7,740,10/10/2019,800
PLPE,A,300,7,740,24/10/2019,800
PLPE,A,300,7,740,07/11/2019,800
PLPE,A,300,7,740,21/11/2019,800
PLPE,A,300,7,740,05/12/2019,800
PLPE,A,300,7,740,19/12/2019,808
PLPE,A,300,7,740,02/01/2020,808
PLPE,A,300,7,740,16/01/2020,808
PLPE,A,300,7,740,30/01/2020,810
PLPE,A,300,7,740,13/02/2020,810
PLPE,A,300,7,740,27/02/2020,810
PLPE,A,300,7,740,12/03/2020,810
PLPE,A,300,7,740,09/04/2020,810
PLPE,A,300,7,740,23/04/2020,810
PLPE,A,300,7,740,08/04/2020,810
PLPE,A,300,7,740,22/05/2020,811
PLPE,A,300,7,740,05/06/2020,811
PLPE,A,300,7,740,18/06/2020,811
PLPE,A,300,7,740,02/07/2020,811
PLPE,A,300,7,740,18/07/2020,815
PLPE,A,300,7,740,30/07/2020,811
PLPE,A,300,7,740,14/08/2020,811
PLPE,A,300,7,740,29/08/2020,811
PLPE,A,300,7,740,12/09/2020,811
PLPE,A,300,7,740,28/09/2020,811
PLPE,A,300,7,740,09/10/2020,811
PLPE,A,300,7,740,22/10/2020,811
PLPE,A,300,7,740,06/11/2020,811
PLPE,A,300,7,740,19/11/2020,811
PLPE,A,300,7,740,05/12/2020,811
PLPE,A,300,7,740,21/12/2020,811
PLPE,A,300,7,740,05/01/2021,811
PLPE,A,300,7,740,21/01/2021,811
PLPE,A,300,7,740,04/02/2021,811
PLPE,A,300,7,740,26/02/2021,811
PLPE,A,300,7,740,10/03/2021,811
PLPE,A,300,7,740,24/03/2021,811
PLPE,A,300,7,740,19/04/2021,811
PLPE,A,300,7,740,03/05/2021,811
PLPE,A,300,7,740,21/05/2021,811
PLPE,A,300,7,740,04/06/2021,811
PLPE,A,300,7,740,25/06/2021,811
PLPE,A,300,7,740,08/07/2021,811
PLPE,A,300,7,740,23/07/2021,812
PLPE,A,300,7,740,13/08/2021,812
PLPE,A,300,7,740,26/08/2021,812
PLPE,A,300,7,740,14/09/2021,812
PLPE,A,300,7,740,28/09/2021,812
PLPE,A,300,7,740,27/10/2021,812
PLPE,A,300,7,740,13/11/2021,812
PLPE,A,300,7,740,19/11/2021,812
PLPE,A,300,7,740,16/12/2021,812
PLPE,A,300,7,740,29/12/2021,812
PLPE,A,300,7,740,25/02/2022,812
PLPE,A,300,7,740,25/03/2022,812
PLPE,A,300,7,740,02/04/2022,812
PLPE,A,300,7,740,27/07/2022,812
PLPE,A,300,7,740,18/08/2022,812
PLPE,A,300,7,740,31/08/2022,812
PLPE,A,300,7,740,19/09/2022,812
PLPE,A,300,7,740,23/10/2022,812
PLPE,A,300,7,740,30/11/2022,812
PLPE,A,300,7,740,20/12/2022,812
PLPE,A,300,7,740,30/12/2022,812
PLPE,A,300,7,740,28/01/2023,812
PLPE,A,300,7,740,23/02/2023,812
PLPE,A,300,7,740,19/03/2023,812
PLPE,A,300,7,740,28/03/2023,812
PLPE,A,300,7,740,18/04/2023,812
PLPE,A,300,7,740,28/04/2023,812
PLPE,A,300,7,740,16/05/2023,812
PLPE,A,300,7,740,29/05/2023,812
PLPE,A,300,7,740,11/07/2023,812
PLPE,A,300,7,740,01/08/2023,812
PLPE,A,300,7,740,23/08/2023,812
PLPE,A,300,7,740,18/09/2023,812
PLPE,A,300,7,740,28/09/2023,812
PLPE,A,300,7,740,18/10/2023,812
PLPE,A,300,7,740,30/11/2023,812
PLPE,A,300,7,740,30/12/2023,812
PLPE,A,300,7,740,30/01/2024,810
PLPE,A,300,7,740,14/02/2024,810
PLPE,A,300,7,740,18/03/2024,810
PLPE,A,300,7,740,01/04/2024,810
PLPE,A,300,7,740,20/04/2024,810
PLPE,A,300,7,740,02/05/2024,810
PLPE,A,300,7,740,21/05/2024,810
PLPE,A,300,7,740,03/06/2024,810
PLPE,A,300,7,740,21/06/2024,811
PLPE,A,300,7,740,01/07/2024,811
PLPE,A,300,7,740,19/07/2024,811
PLPE,A,300,7,740,22/08/2024,811
PLPE,A,300,7,740,31/08/2024,811
PLPE,A,300,7,740,19/09/2024,811
PLPE,A,300,7,740,30/09/2024,811
PLPE,A,300,7,740,19/10/2024,811
PLPE,A,300,7,740,30/10/2024,811
PLPE,A,300,7,740,19/11/2024,811
PLPE,A,300,7,740,30/11/2024,811
PLPE,A,300,7,740,20/12/2024,811
PLPE,A,300,7,740,31/12/2024,811
PLPE,A,350,8,589,18/07/2019,589
PLPE,A,350,8,589,01/08/2019,589
PLPE,A,350,8,589,15/08/2019,589
PLPE,A,350,8,589,29/08/2019,589
PLPE,A,350,8,589,12/09/2019,589
PLPE,A,350,8,589,26/09/2019,589
PLPE,A,350,8,589,10/10/2019,589
PLPE,A,350,8,589,24/10/2019,589
PLPE,A,350,8,589,07/11/2019,631
PLPE,A,350,8,589,21/11/2019,644
PLPE,A,350,8,589,05/12/2019,649
PLPE,A,350,8,589,19/12/2019,649
PLPE,A,350,8,589,02/01/2020,649
PLPE,A,350,8,589,16/01/2020,650
PLPE,A,350,8,589,30/01/2020,650
PLPE,A,350,8,589,13/02/2020,650
PLPE,A,350,8,589,27/02/2020,650
PLPE,A,350,8,589,12/03/2020,650
PLPE,A,350,8,589,09/04/2020,650
PLPE,A,350,8,589,23/04/2020,650
PLPE,A,350,8,589,08/04/2020,650
PLPE,A,350,8,589,22/05/2020,650
PLPE,A,350,8,589,05/06/2020,651
PLPE,A,350,8,589,18/06/2020,651
PLPE,A,350,8,589,02/07/2020,651
PLPE,A,350,8,589,18/07/2020,651
PLPE,A,350,8,589,30/07/2020,652
PLPE,A,350,8,589,14/08/2020,654
PLPE,A,350,8,589,29/08/2020,654
PLPE,A,350,8,589,12/09/2020,654
PLPE,A,350,8,589,28/09/2020,654
PLPE,A,350,8,589,09/10/2020,657
PLPE,A,350,8,589,22/10/2020,657
PLPE,A,350,8,589,06/11/2020,657
PLPE,A,350,8,589,19/11/2020,657
PLPE,A,350,8,589,05/12/2020,657
PLPE,A,350,8,589,21/12/2020,657
PLPE,A,350,8,589,05/01/2021,657
PLPE,A,350,8,589,21/01/2021,657
PLPE,A,350,8,589,04/02/2021,657
PLPE,A,350,8,589,26/02/2021,657
PLPE,A,350,8,589,10/03/2021,657
PLPE,A,350,8,589,24/03/2021,657
PLPE,A,350,8,589,19/04/2021,657
PLPE,A,350,8,589,03/05/2021,657
PLPE,A,350,8,589,21/05/2021,657
PLPE,A,350,8,589,04/06/2021,657
PLPE,A,350,8,589,25/06/2021,657
PLPE,A,350,8,589,08/07/2021,657
PLPE,A,350,8,589,23/07/2021,657
PLPE,A,350,8,589,13/08/2021,657
PLPE,A,350,8,589,26/08/2021,657
PLPE,A,350,8,589,14/09/2021,657
PLPE,A,350,8,589,28/09/2021,657
PLPE,A,350,8,589,27/10/2021,657
PLPE,A,350,8,589,13/11/2021,659
PLPE,A,350,8,589,19/11/2021,659
PLPE,A,350,8,589,16/12/2021,659
PLPE,A,350,8,589,29/12/2021,659
PLPE,A,350,8,589,25/02/2022,659
PLPE,A,350,8,589,25/03/2022,659
PLPE,A,350,8,589,02/04/2022,659
PLPE,A,350,8,589,27/07/2022,659
PLPE,A,350,8,589,18/08/2022,660
PLPE,A,350,8,589,31/08/2022,660
PLPE,A,350,8,589,19/09/2022,660
PLPE,A,350,8,589,23/10/2022,660
PLPE,A,350,8,589,30/11/2022,660
PLPE,A,350,8,589,20/12/2022,659
PLPE,A,350,8,589,30/12/2022,659
PLPE,A,350,8,589,28/01/2023,659
PLPE,A,350,8,589,23/02/2023,659
PLPE,A,350,8,589,19/03/2023,659
PLPE,A,350,8,589,28/03/2023,659
PLPE,A,350,8,589,18/04/2023,659
PLPE,A,350,8,589,28/04/2023,659
PLPE,A,350,8,589,16/05/2023,659
PLPE,A,350,8,589,29/05/2023,659
PLPE,A,350,8,589,11/07/2023,659
PLPE,A,350,8,589,01/08/2023,659
PLPE,A,350,8,589,23/08/2023,659
PLPE,A,350,8,589,18/09/2023,659
PLPE,A,350,8,589,28/09/2023,659
PLPE,A,350,8,589,18/10/2023,659
PLPE,A,350,8,589,30/11/2023,659
PLPE,A,350,8,589,30/12/2023,659
PLPE,A,350,8,589,30/01/2024,658
PLPE,A,350,8,589,14/02/2024,658
PLPE,A,350,8,589,18/03/2024,658
PLPE,A,350,8,589,01/04/2024,658
PLPE,A,350,8,589,20/04/2024,658
PLPE,A,350,8,589,02/05/2024,658
PLPE,A,350,8,589,21/05/2024,658
PLPE,A,350,8,589,03/06/2024,658
PLPE,A,350,8,589,21/06/2024,660
PLPE,A,350,8,589,01/07/2024,660
PLPE,A,350,8,589,19/07/2024,660
PLPE,A,350,8,589,22/08/2024,660
PLPE,A,350,8,589,31/08/2024,660
PLPE,A,350,8,589,19/09/2024,660
PLPE,A,350,8,589,30/09/2024,660
PLPE,A,350,8,589,19/10/2024,660
PLPE,A,350,8,589,30/10/2024,660
PLPE,A,350,8,589,19/11/2024,664
PLPE,A,350,8,589,30/11/2024,664
PLPE,A,350,8,589,20/12/2024,664
PLPE,A,350,8,589,31/12/2024,664
PLPE,B,0,11,707,18/07/2019,807
PLPE,B,0,11,707,01/08/2019,812
PLPE,B,0,11,707,15/08/2019,812
PLPE,B,0,11,707,29/08/2019,812
PLPE,B,0,11,707,12/09/2019,814
PLPE,B,0,11,707,26/09/2019,814
PLPE,B,0,11,707,10/10/2019,814
PLPE,B,0,11,707,24/10/2019,814
PLPE,B,0,11,707,07/11/2019,814
PLPE,B,0,11,707,21/11/2019,814
PLPE,B,0,11,707,05/12/2019,827
PLPE,B,0,11,707,19/12/2019,827
PLPE,B,0,11,707,02/01/2020,827
PLPE,B,0,11,707,16/01/2020,827
PLPE,B,0,11,707,30/01/2020,827
PLPE,B,0,11,707,13/02/2020,827
PLPE,B,0,11,707,27/02/2020,828
PLPE,B,0,11,707,12/03/2020,828
PLPE,B,0,11,707,09/04/2020,828
PLPE,B,0,11,707,23/04/2020,828
PLPE,B,0,11,707,08/04/2020,828
PLPE,B,0,11,707,22/05/2020,828
PLPE,B,0,11,707,05/06/2020,828
PLPE,B,0,11,707,18/06/2020,828
PLPE,B,0,11,707,02/07/2020,828
PLPE,B,0,11,707,18/07/2020,828
PLPE,B,0,11,707,30/07/2020,828
PLPE,B,0,11,707,14/08/2020,828
PLPE,B,0,11,707,29/08/2020,828
PLPE,B,0,11,707,12/09/2020,828
PLPE,B,0,11,707,28/09/2020,828
PLPE,B,0,11,707,09/10/2020,828
PLPE,B,0,11,707,22/10/2020,828
PLPE,B,0,11,707,06/11/2020,828
PLPE,B,0,11,707,19/11/2020,828
PLPE,B,0,11,707,05/12/2020,828
PLPE,B,0,11,707,21/12/2020,828
PLPE,B,0,11,707,05/01/2021,828
PLPE,B,0,11,707,21/01/2021,828
PLPE,B,0,11,707,04/02/2021,828
PLPE,B,0,11,707,26/02/2021,828
PLPE,B,0,11,707,10/03/2021,828
PLPE,B,0,11,707,24/03/2021,828
PLPE,B,0,11,707,19/04/2021,828
PLPE,B,0,11,707,03/05/2021,828
PLPE,B,0,11,707,21/05/2021,828
PLPE,B,0,11,707,04/06/2021,828
PLPE,B,0,11,707,25/06/2021,828
PLPE,B,0,11,707,08/07/2021,828
PLPE,B,0,11,707,23/07/2021,828
PLPE,B,0,11,707,13/08/2021,828
PLPE,B,0,11,707,26/08/2021,828
PLPE,B,0,11,707,14/09/2021,828
PLPE,B,0,11,707,28/09/2021,828
PLPE,B,0,11,707,27/10/2021,828
PLPE,B,0,11,707,13/11/2021,828
PLPE,B,0,11,707,19/11/2021,828
PLPE,B,0,11,707,16/12/2021,828
PLPE,B,0,11,707,29/12/2021,828
PLPE,B,0,11,707,25/02/2022,828
PLPE,B,0,11,707,25/03/2022,828
PLPE,B,0,11,707,02/04/2022,828
PLPE,B,0,11,707,27/07/2022,828
PLPE,B,0,11,707,18/08/2022,828
PLPE,B,0,11,707,31/08/2022,827
PLPE,B,0,11,707,19/09/2022,827
PLPE,B,0,11,707,23/10/2022,827
PLPE,B,0,11,707,30/11/2022,827
PLPE,B,0,11,707,20/12/2022,827
PLPE,B,0,11,707,30/12/2022,827
PLPE,B,0,11,707,28/01/2023,827
PLPE,B,0,11,707,23/02/2023,827
PLPE,B,0,11,707,19/03/2023,827
PLPE,B,0,11,707,28/03/2023,827
PLPE,B,0,11,707,18/04/2023,828
PLPE,B,0,11,707,28/04/2023,828
PLPE,B,0,11,707,16/05/2023,828
PLPE,B,0,11,707,29/05/2023,826
PLPE,B,0,11,707,11/07/2023,826
PLPE,B,0,11,707,01/08/2023,826
PLPE,B,0,11,707,23/08/2023,826
PLPE,B,0,11,707,18/09/2023,826
PLPE,B,0,11,707,28/09/2023,826
PLPE,B,0,11,707,18/10/2023,826
PLPE,B,0,11,707,30/11/2023,826
PLPE,B,0,11,707,30/12/2023,826
PLPE,B,0,11,707,30/01/2024,826
PLPE,B,0,11,707,14/02/2024,826
PLPE,B,0,11,707,18/03/2024,826
PLPE,B,0,11,707,01/04/2024,826
PLPE,B,0,11,707,20/04/2024,826
PLPE,B,0,11,707,02/05/2024,826
PLPE,B,0,11,707,21/05/2024,826
PLPE,B,0,11,707,03/06/2024,826
PLPE,B,0,11,707,21/06/2024,828
PLPE,B,0,11,707,01/07/2024,828
PLPE,B,0,11,707,19/07/2024,828
PLPE,B,0,11,707,22/08/2024,828
PLPE,B,0,11,707,31/08/2024,828
PLPE,B,0,11,707,19/09/2024,828
PLPE,B,0,11,707,30/09/2024,828
PLPE,B,0,11,707,19/10/2024,828
PLPE,B,0,11,707,30/10/2024,828
PLPE,B,0,11,707,19/11/2024,828
PLPE,B,0,11,707,30/11/2024,828
PLPE,B,0,11,707,20/12/2024,828
PLPE,B,0,11,707,31/12/2024,828
PLPE,B,50,12,500,18/07/2019,597
PLPE,B,50,12,500,01/08/2019,562
PLPE,B,50,12,500,15/08/2019,575
PLPE,B,50,12,500,29/08/2019,575
PLPE,B,50,12,500,12/09/2019,580
PLPE,B,50,12,500,26/09/2019,615
PLPE,B,50,12,500,10/10/2019,615
PLPE,B,50,12,500,24/10/2019,615
PLPE,B,50,12,500,07/11/2019,615
PLPE,B,50,12,500,21/11/2019,632
PLPE,B,50,12,500,05/12/2019,632
PLPE,B,50,12,500,19/12/2019,632
PLPE,B,50,12,500,02/01/2020,634
PLPE,B,50,12,500,16/01/2020,634
PLPE,B,50,12,500,30/01/2020,635
PLPE,B,50,12,500,13/02/2020,640
PLPE,B,50,12,500,27/02/2020,640
PLPE,B,50,12,500,12/03/2020,641
PLPE,B,50,12,500,09/04/2020,641
PLPE,B,50,12,500,23/04/2020,641
PLPE,B,50,12,500,08/04/2020,641
PLPE,B,50,12,500,22/05/2020,641
PLPE,B,50,12,500,05/06/2020,646
PLPE,B,50,12,500,18/06/2020,648
PLPE,B,50,12,500,02/07/2020,648
PLPE,B,50,12,500,18/07/2020,648
PLPE,B,50,12,500,30/07/2020,649
PLPE,B,50,12,500,14/08/2020,649
PLPE,B,50,12,500,29/08/2020,649
PLPE,B,50,12,500,12/09/2020,649
PLPE,B,50,12,500,28/09/2020,649
PLPE,B,50,12,500,09/10/2020,649
PLPE,B,50,12,500,22/10/2020,649
PLPE,B,50,12,500,06/11/2020,658
PLPE,B,50,12,500,19/11/2020,658
PLPE,B,50,12,500,05/12/2020,658
PLPE,B,50,12,500,21/12/2020,658
PLPE,B,50,12,500,05/01/2021,658
PLPE,B,50,12,500,21/01/2021,658
PLPE,B,50,12,500,04/02/2021,658
PLPE,B,50,12,500,26/02/2021,658
PLPE,B,50,12,500,10/03/2021,658
PLPE,B,50,12,500,24/03/2021,658
PLPE,B,50,12,500,19/04/2021,658
PLPE,B,50,12,500,03/05/2021,658
PLPE,B,50,12,500,21/05/2021,658
PLPE,B,50,12,500,04/06/2021,658
PLPE,B,50,12,500,25/06/2021,658
PLPE,B,50,12,500,08/07/2021,658
PLPE,B,50,12,500,23/07/2021,658
PLPE,B,50,12,500,13/08/2021,658
PLPE,B,50,12,500,26/08/2021,658
PLPE,B,50,12,500,14/09/2021,658
PLPE,B,50,12,500,28/09/2021,658
PLPE,B,50,12,500,27/10/2021,658
PLPE,B,50,12,500,13/11/2021,658
PLPE,B,50,12,500,19/11/2021,658
PLPE,B,50,12,500,16/12/2021,658
PLPE,B,50,12,500,29/12/2021,658
PLPE,B,50,12,500,25/02/2022,658
PLPE,B,50,12,500,25/03/2022,658
PLPE,B,50,12,500,02/04/2022,658
PLPE,B,50,12,500,27/07/2022,658
PLPE,B,50,12,500,18/08/2022,659
PLPE,B,50,12,500,31/08/2022,659
PLPE,B,50,12,500,19/09/2022,659
PLPE,B,50,12,500,23/10/2022,659
PLPE,B,50,12,500,30/11/2022,659
PLPE,B,50,12,500,20/12/2022,659
PLPE,B,50,12,500,30/12/2022,659
PLPE,B,50,12,500,28/01/2023,659
PLPE,B,50,12,500,23/02/2023,659
PLPE,B,50,12,500,19/03/2023,659
PLPE,B,50,12,500,28/03/2023,659
PLPE,B,50,12,500,18/04/2023,658
PLPE,B,50,12,500,28/04/2023,658
PLPE,B,50,12,500,16/05/2023,658
PLPE,B,50,12,500,29/05/2023,656
PLPE,B,50,12,500,11/07/2023,656
PLPE,B,50,12,500,01/08/2023,656
PLPE,B,50,12,500,23/08/2023,656
PLPE,B,50,12,500,18/09/2023,656
PLPE,B,50,12,500,28/09/2023,656
PLPE,B,50,12,500,18/10/2023,656
PLPE,B,50,12,500,30/11/2023,656
PLPE,B,50,12,500,30/12/2023,656
PLPE,B,50,12,500,30/01/2024,656
PLPE,B,50,12,500,14/02/2024,656
PLPE,B,50,12,500,18/03/2024,656
PLPE,B,50,12,500,01/04/2024,656
PLPE,B,50,12,500,20/04/2024,656
PLPE,B,50,12,500,02/05/2024,656
PLPE,B,50,12,500,21/05/2024,656
PLPE,B,50,12,500,03/06/2024,656
PLPE,B,50,12,500,21/06/2024,660
PLPE,B,50,12,500,01/07/2024,660
PLPE,B,50,12,500,19/07/2024,660
PLPE,B,50,12,500,22/08/2024,660
PLPE,B,50,12,500,31/08/2024,660
PLPE,B,50,12,500,19/09/2024,660
PLPE,B,50,12,500,30/09/2024,660
PLPE,B,50,12,500,19/10/2024,660
PLPE,B,50,12,500,30/10/2024,660
PLPE,B,50,12,500,19/11/2024,665
PLPE,B,50,12,500,30/11/2024,665
PLPE,B,50,12,500,20/12/2024,665
PLPE,B,50,12,500,31/12/2024,665
PLPE,B,100,13,578,18/07/2019,578
PLPE,B,100,13,578,01/08/2019,578
PLPE,B,100,13,578,15/08/2019,578
PLPE,B,100,13,578,29/08/2019,578
PLPE,B,100,13,578,12/09/2019,578
PLPE,B,100,13,578,26/09/2019,578
PLPE,B,100,13,578,10/10/2019,578
PLPE,B,100,13,578,24/10/2019,578
PLPE,B,100,13,578,07/11/2019,578
PLPE,B,100,13,578,21/11/2019,600
PLPE,B,100,13,578,05/12/2019,601
PLPE,B,100,13,578,19/12/2019,601
PLPE,B,100,13,578,02/01/2020,613
PLPE,B,100,13,578,16/01/2020,614
PLPE,B,100,13,578,30/01/2020,618
PLPE,B,100,13,578,13/02/2020,619
PLPE,B,100,13,578,27/02/2020,619
PLPE,B,100,13,578,12/03/2020,620
PLPE,B,100,13,578,09/04/2020,623
PLPE,B,100,13,578,23/04/2020,624
PLPE,B,100,13,578,08/04/2020,625
PLPE,B,100,13,578,22/05/2020,626
PLPE,B,100,13,578,05/06/2020,626
PLPE,B,100,13,578,18/06/2020,626
PLPE,B,100,13,578,02/07/2020,628
PLPE,B,100,13,578,18/07/2020,630
PLPE,B,100,13,578,30/07/2020,630
PLPE,B,100,13,578,14/08/2020,630
PLPE,B,100,13,578,29/08/2020,638
PLPE,B,100,13,578,12/09/2020,638
PLPE,B,100,13,578,28/09/2020,638
PLPE,B,100,13,578,09/10/2020,643
PLPE,B,100,13,578,22/10/2020,646
PLPE,B,100,13,578,06/11/2020,646
PLPE,B,100,13,578,19/11/2020,646
PLPE,B,100,13,578,05/12/2020,648
PLPE,B,100,13,578,21/12/2020,648
PLPE,B,100,13,578,05/01/2021,648
PLPE,B,100,13,578,21/01/2021,650
PLPE,B,100,13,578,04/02/2021,650
PLPE,B,100,13,578,26/02/2021,650
PLPE,B,100,13,578,10/03/2021,650
PLPE,B,100,13,578,24/03/2021,650
PLPE,B,100,13,578,19/04/2021,650
PLPE,B,100,13,578,03/05/2021,650
PLPE,B,100,13,578,21/05/2021,650
PLPE,B,100,13,578,04/06/2021,600
PLPE,B,100,13,578,25/06/2021,600
PLPE,B,100,13,578,08/07/2021,600
PLPE,B,100,13,578,23/07/2021,600
PLPE,B,100,13,578,13/08/2021,600
PLPE,B,100,13,578,26/08/2021,600
PLPE,B,100,13,578,14/09/2021,600
PLPE,B,100,13,578,28/09/2021,600
PLPE,B,100,13,578,27/10/2021,600
PLPE,B,100,13,578,13/11/2021,600
PLPE,B,100,13,578,19/11/2021,600
PLPE,B,100,13,578,16/12/2021,600
PLPE,B,100,13,578,29/12/2021,600
PLPE,B,100,13,578,25/02/2022,600
PLPE,B,100,13,578,25/03/2022,600
PLPE,B,100,13,578,02/04/2022,600
PLPE,B,100,13,578,27/07/2022,600
PLPE,B,100,13,578,18/08/2022,601
PLPE,B,100,13,578,31/08/2022,601
PLPE,B,100,13,578,19/09/2022,601
PLPE,B,100,13,578,23/10/2022,601
PLPE,B,100,13,578,30/11/2022,601
PLPE,B,100,13,578,20/12/2022,601
PLPE,B,100,13,578,30/12/2022,601
PLPE,B,100,13,578,28/01/2023,601
PLPE,B,100,13,578,23/02/2023,601
PLPE,B,100,13,578,19/03/2023,601
PLPE,B,100,13,578,28/03/2023,601
PLPE,B,100,13,578,18/04/2023,601
PLPE,B,100,13,578,28/04/2023,601
PLPE,B,100,13,578,16/05/2023,601
PLPE,B,100,13,578,29/05/2023,599
PLPE,B,100,13,578,11/07/2023,599
PLPE,B,100,13,578,01/08/2023,599
PLPE,B,100,13,578,23/08/2023,599
PLPE,B,100,13,578,18/09/2023,599
PLPE,B,100,13,578,28/09/2023,599
PLPE,B,100,13,578,18/10/2023,599
PLPE,B,100,13,578,30/11/2023,599
PLPE,B,100,13,578,30/12/2023,599
PLPE,B,100,13,578,30/01/2024,599
PLPE,B,100,13,578,14/02/2024,599
PLPE,B,100,13,578,18/03/2024,599
PLPE,B,100,13,578,01/04/2024,599
PLPE,B,100,13,578,20/04/2024,599
PLPE,B,100,13,578,02/05/2024,599
PLPE,B,100,13,578,21/05/2024,599
PLPE,B,100,13,578,03/06/2024,599
PLPE,B,100,13,578,21/06/2024,601
PLPE,B,100,13,578,01/07/2024,601
PLPE,B,100,13,578,19/07/2024,601
PLPE,B,100,13,578,22/08/2024,601
PLPE,B,100,13,578,31/08/2024,601
PLPE,B,100,13,578,19/09/2024,601
PLPE,B,100,13,578,30/09/2024,601
PLPE,B,100,13,578,19/10/2024,601
PLPE,B,100,13,578,30/10/2024,601
PLPE,B,100,13,578,19/11/2024,601
PLPE,B,100,13,578,30/11/2024,601
PLPE,B,100,13,578,20/12/2024,601
PLPE,B,100,13,578,31/12/2024,601
PLPE,B,150,14,638,18/07/2019,728
PLPE,B,150,14,638,01/08/2019,730
PLPE,B,150,14,638,15/08/2019,730
PLPE,B,150,14,638,29/08/2019,730
PLPE,B,150,14,638,12/09/2019,745
PLPE,B,150,14,638,26/09/2019,745
PLPE,B,150,14,638,10/10/2019,745
PLPE,B,150,14,638,24/10/2019,745
PLPE,B,150,14,638,07/11/2019,745
PLPE,B,150,14,638,21/11/2019,745
PLPE,B,150,14,638,05/12/2019,758
PLPE,B,150,14,638,19/12/2019,758
PLPE,B,150,14,638,02/01/2020,758
PLPE,B,150,14,638,16/01/2020,759
PLPE,B,150,14,638,30/01/2020,759
PLPE,B,150,14,638,13/02/2020,759
PLPE,B,150,14,638,27/02/2020,759
PLPE,B,150,14,638,12/03/2020,759
PLPE,B,150,14,638,09/04/2020,759
PLPE,B,150,14,638,23/04/2020,759
PLPE,B,150,14,638,08/04/2020,759
PLPE,B,150,14,638,22/05/2020,759
PLPE,B,150,14,638,05/06/2020,759
PLPE,B,150,14,638,18/06/2020,759
PLPE,B,150,14,638,02/07/2020,759
PLPE,B,150,14,638,18/07/2020,759
PLPE,B,150,14,638,30/07/2020,759
PLPE,B,150,14,638,14/08/2020,759
PLPE,B,150,14,638,29/08/2020,759
PLPE,B,150,14,638,12/09/2020,759
PLPE,B,150,14,638,28/09/2020,759
PLPE,B,150,14,638,09/10/2020,759
PLPE,B,150,14,638,22/10/2020,759
PLPE,B,150,14,638,06/11/2020,759
PLPE,B,150,14,638,19/11/2020,759
PLPE,B,150,14,638,05/12/2020,759
PLPE,B,150,14,638,21/12/2020,759
PLPE,B,150,14,638,05/01/2021,759
PLPE,B,150,14,638,21/01/2021,759
PLPE,B,150,14,638,04/02/2021,759
PLPE,B,150,14,638,26/02/2021,759
PLPE,B,150,14,638,10/03/2021,759
PLPE,B,150,14,638,24/03/2021,759
PLPE,B,150,14,638,19/04/2021,759
PLPE,B,150,14,638,03/05/2021,759
PLPE,B,150,14,638,21/05/2021,759
PLPE,B,150,14,638,04/06/2021,759
PLPE,B,150,14,638,25/06/2021,759
PLPE,B,150,14,638,08/07/2021,759
PLPE,B,150,14,638,23/07/2021,759
PLPE,B,150,14,638,13/08/2021,759
PLPE,B,150,14,638,26/08/2021,759
PLPE,B,150,14,638,14/09/2021,759
PLPE,B,150,14,638,28/09/2021,759
PLPE,B,150,14,638,27/10/2021,759
PLPE,B,150,14,638,13/11/2021,759
PLPE,B,150,14,638,19/11/2021,759
PLPE,B,150,14,638,16/12/2021,759
PLPE,B,150,14,638,29/12/2021,759
PLPE,B,150,14,638,25/02/2022,759
PLPE,B,150,14,638,25/03/2022,759
PLPE,B,150,14,638,02/04/2022,759
PLPE,B,150,14,638,27/07/2022,759
PLPE,B,150,14,638,18/08/2022,759
PLPE,B,150,14,638,31/08/2022,758
PLPE,B,150,14,638,19/09/2022,758
PLPE,B,150,14,638,23/10/2022,758
PLPE,B,150,14,638,30/11/2022,758
PLPE,B,150,14,638,20/12/2022,758
PLPE,B,150,14,638,30/12/2022,758
PLPE,B,150,14,638,28/01/2023,758
PLPE,B,150,14,638,23/02/2023,758
PLPE,B,150,14,638,19/03/2023,758
PLPE,B,150,14,638,28/03/2023,758
PLPE,B,150,14,638,18/04/2023,758
PLPE,B,150,14,638,28/04/2023,758
PLPE,B,150,14,638,16/05/2023,758
PLPE,B,150,14,638,29/05/2023,756
PLPE,B,150,14,638,11/07/2023,756
PLPE,B,150,14,638,01/08/2023,756
PLPE,B,150,14,638,23/08/2023,756
PLPE,B,150,14,638,18/09/2023,756
PLPE,B,150,14,638,28/09/2023,756
PLPE,B,150,14,638,18/10/2023,756
PLPE,B,150,14,638,30/11/2023,756
PLPE,B,150,14,638,30/12/2023,756
PLPE,B,150,14,638,30/01/2024,756
PLPE,B,150,14,638,14/02/2024,756
PLPE,B,150,14,638,18/03/2024,756
PLPE,B,150,14,638,01/04/2024,756
PLPE,B,150,14,638,20/04/2024,756
