timepoint,date,river,treatment,side,transect,point,Line_transect,Frog.abundance,Frog.richness,Duttaphrynus melanostictus,Fejervarya cancrivora,Fejervarya limnocharis,Hylarana parvaccola,Hylarana erythraea,Hylarana glandulosa,Hylarana miopus,Hylarana nicobariensis,Kaloula baleata,Kaloula pulchra,Leptobrachium nigrops,Microhyla sp.,Polypedates leucomystax,NA
baseline,14/02/2019,KNDE,I,East,350m,OP.edge,I-E-350-OPE,5,3,0,0,0,0,1,1,0,0,0,0,0,0,3,0
baseline,14/02/2019,KNDE,I,East,350m,river,I-E-350-RV,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
baseline,18/02/2019,KNDE,I,East,150m,buffer.core,I-E-150-BC,5,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0
baseline,18/02/2019,KNDE,I,East,150m,OP.core,I-E-150-OPC,4,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0
baseline,18/02/2019,KNDE,I,East,150m,OP.edge,I-E-150-OPE,17,7,0,0,0,1,1,4,0,4,0,1,0,1,5,0
baseline,18/02/2019,KNDE,I,East,150m,river,I-E-150-RV,3,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
baseline,21/02/2019,KNDE,I,West,50m,buffer.core,I-W-50-BC,4,3,0,0,0,1,0,0,0,1,0,0,0,0,2,0
baseline,21/02/2019,KNDE,I,West,50m,OP.core,I-W-50-OPC,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
baseline,21/02/2019,KNDE,I,West,50m,OP.edge,I-W-50-OPE,32,7,0,0,1,5,2,17,0,5,0,0,0,1,1,0
baseline,21/02/2019,KNDE,I,West,50m,river,I-W-50-RV,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
post1,17/02/2021,KNDE,I,West,250m,buffer.core,I-W-250-BC,6,2,0,1,0,0,0,0,0,0,0,0,0,0,5,0
post1,17/02/2021,KNDE,I,West,250m,OP.core,I-W-250-OPC,5,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0
post1,17/02/2021,KNDE,I,West,250m,OP.edge,I-W-250-OPE,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
post1,17/02/2021,KNDE,I,West,250m,river,I-W-250-RV,4,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0
post1,23/02/2021,KNDE,I,East,350m,buffer.core,I-E-350-BC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post1,23/02/2021,KNDE,I,East,350m,OP.core,I-E-350-OPC,11,3,0,0,0,3,0,3,0,0,0,0,0,0,5,0
post1,23/02/2021,KNDE,I,East,350m,OP.edge,I-E-350-OPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post1,23/02/2021,KNDE,I,East,350m,river,I-E-350-RV,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
post1,25/02/2021,KNDE,I,West,50m,buffer.core,I-W-50-BC,9,5,0,0,1,1,0,2,0,0,0,0,0,2,3,0
post1,25/02/2021,KNDE,I,West,50m,OP.core,I-W-50-OPC,5,5,0,0,0,1,0,1,0,1,0,0,1,0,1,0
post1,25/02/2021,KNDE,I,West,50m,OP.edge,I-W-50-OPE,11,4,0,0,0,3,0,2,0,1,0,0,0,0,5,0
post1,25/02/2021,KNDE,I,West,50m,river,I-W-50-RV,6,3,0,0,0,2,0,1,0,0,0,0,0,0,3,0
post1,03/03/2021,KNDE,I,East,150m,OP.edge,I-E-150-OPE,4,3,0,0,0,0,0,2,0,0,0,0,0,1,1,0
post1,05/03/2021,KNDE,I,East,150m,buffer.core,I-E-150-BC,13,3,0,0,2,0,0,0,0,0,0,0,0,1,10,0
post1,05/03/2021,KNDE,I,East,150m,OP.core,I-E-150-OPC,6,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0
post1,05/03/2021,KNDE,I,East,150m,river,I-E-150-RV,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
post2,04/07/2023,KNDE,I,West,250m,buffer.core,I-W-250-BC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
post2,04/07/2023,KNDE,I,West,250m,OP.core,I-W-250-OPC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
post2,04/07/2023,KNDE,I,West,250m,OP.edge,I-W-250-OPE,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
post2,04/07/2023,KNDE,I,West,250m,river,I-W-250-RV,3,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0
post2,06/07/2023,KNDE,I,East,150m,buffer.core,I-E-150-BC,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
post2,06/07/2023,KNDE,I,East,150m,OP.core,I-E-150-OPC,5,3,0,0,1,0,1,0,0,0,0,0,0,0,3,0
post2,06/07/2023,KNDE,I,East,150m,OP.edge,I-E-150-OPE,9,4,0,0,0,1,3,0,0,1,0,0,0,0,4,0
post2,06/07/2023,KNDE,I,East,150m,river,I-E-150-RV,12,5,0,1,2,0,6,1,0,0,0,0,0,0,2,0
post2,03/08/2023,KNDE,I,East,350m,buffer.core,I-E-350-BC,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
post2,03/08/2023,KNDE,I,East,350m,OP.core,I-E-350-OPC,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
post2,03/08/2023,KNDE,I,East,350m,OP.edge,I-E-350-OPE,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
post2,03/08/2023,KNDE,I,East,350m,river,I-E-350-RV,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
post2,09/08/2023,KNDE,I,West,50m,buffer.core,I-W-50-BC,4,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0
post2,09/08/2023,KNDE,I,West,50m,OP.core,I-W-50-OPC,11,5,0,1,3,0,0,0,0,0,0,1,0,1,5,0
post2,09/08/2023,KNDE,I,West,50m,OP.edge,I-W-50-OPE,8,5,0,1,2,0,1,0,0,1,0,0,0,0,3,0
post2,09/08/2023,KNDE,I,West,50m,river,I-W-50-RV,8,5,0,1,1,0,2,0,1,0,0,0,0,0,3,0
post3,07/10/2024,KNDE,I,East,350m,buffer.core,I-E-350-BC,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
post3,07/10/2024,KNDE,I,East,350m,OP.core,I-E-350-OPC,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
post3,07/10/2024,KNDE,I,East,350m,OP.edge,I-E-350-OPE,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
post3,07/10/2024,KNDE,I,East,350m,river,I-E-350-RV,4,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0
post3,09/10/2024,KNDE,I,East,150m,buffer.core,I-E-150-BC,5,3,0,0,1,2,0,2,0,0,0,0,0,0,0,0
post3,09/10/2024,KNDE,I,East,150m,OP.core,I-E-150-OPC,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
post3,09/10/2024,KNDE,I,East,150m,OP.edge,I-E-150-OPE,9,5,2,0,1,1,0,2,0,0,0,0,0,0,3,0
post3,09/10/2024,KNDE,I,East,150m,river,I-E-150-RV,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0
post3,14/10/2024,KNDE,I,West,250m,buffer.core,I-W-250-BC,20,5,0,0,7,0,0,4,0,3,0,0,0,1,5,0
post3,14/10/2024,KNDE,I,West,250m,OP.core,I-W-250-OPC,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
post3,14/10/2024,KNDE,I,West,250m,OP.edge,I-W-250-OPE,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0
post3,14/10/2024,KNDE,I,West,250m,river,I-W-250-RV,7,4,0,0,0,1,1,4,0,0,0,0,0,0,1,0
post3,18/10/2024,KNDE,I,West,50m,buffer.core,I-W-50-BC,14,5,0,0,0,0,0,2,1,2,0,0,0,1,8,0
post3,18/10/2024,KNDE,I,West,50m,OP.core,I-W-50-OPC,5,4,0,0,1,1,0,2,0,0,0,0,0,0,1,0
post3,18/10/2024,KNDE,I,West,50m,OP.edge,I-W-50-OPE,9,5,0,0,1,4,1,2,0,0,0,0,0,0,1,0
post3,18/10/2024,KNDE,I,West,50m,river,I-W-50-RV,4,4,0,0,0,0,1,1,0,1,0,0,0,0,1,0
baseline,10/01/2018,PLPE,A,East,150m,buffer.core,A-E-150-BC,4,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0
baseline,10/01/2018,PLPE,A,East,150m,OP.core,A-E-150-OPC,4,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0
baseline,10/01/2018,PLPE,A,East,150m,OP.edge,A-E-150-OPE,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
baseline,10/01/2018,PLPE,A,East,150m,river,A-E-150-RV,3,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
baseline,16/01/2018,PLPE,A,East,350m,buffer.core,A-E-350-BC,7,3,0,0,0,4,0,1,0,0,0,0,0,0,2,0
baseline,16/01/2018,PLPE,A,East,350m,OP.core,A-E-350-OPC,4,3,0,0,0,1,0,1,0,0,0,0,0,0,2,0
baseline,16/01/2018,PLPE,A,East,350m,OP.edge,A-E-350-OPE,13,4,0,0,0,7,0,3,0,1,0,0,0,0,2,0
baseline,16/01/2018,PLPE,A,East,350m,river,A-E-350-RV,9,4,0,0,0,1,2,5,0,0,0,0,0,0,1,0
baseline,19/01/2018,PLPE,A,West,50m,buffer.core,A-W-50-BC,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
baseline,19/01/2018,PLPE,A,West,50m,OP.core,A-W-50-OPC,5,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0
baseline,19/01/2018,PLPE,A,West,50m,OP.edge,A-W-50-OPE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
baseline,19/01/2018,PLPE,A,West,50m,river,A-W-50-RV,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
baseline,22/01/2018,PLPE,A,West,250m,buffer.core,A-W-250-BC,7,3,0,0,1,1,0,0,0,0,0,0,0,0,5,0
baseline,22/01/2018,PLPE,A,West,250m,OP.core,A-W-250-OPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baseline,22/01/2018,PLPE,A,West,250m,OP.edge,A-W-250-OPE,6,2,0,0,0,0,0,3,0,0,0,0,0,0,3,0
baseline,22/01/2018,PLPE,A,West,250m,river,A-W-250-RV,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0
post1,16/12/2019,PLPE,A,West,50m,buffer.core,A-W-50-BC,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
post1,16/12/2019,PLPE,A,West,50m,OP.core,A-W-50-OPC,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0
post1,16/12/2019,PLPE,A,West,50m,OP.edge,A-W-50-OPE,4,3,0,0,1,0,0,0,0,2,0,0,0,0,1,0
post1,16/12/2019,PLPE,A,West,50m,river,A-W-50-RV,4,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0
post1,23/12/2019,PLPE,A,East,350m,buffer.core,A-E-350-BC,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
post1,23/12/2019,PLPE,A,East,350m,OP.core,A-E-350-OPC,12,4,0,0,1,0,0,7,0,0,0,1,0,0,3,0
post1,23/12/2019,PLPE,A,East,350m,OP.edge,A-E-350-OPE,8,5,0,1,2,0,1,3,0,1,0,0,0,0,0,0
post1,23/12/2019,PLPE,A,East,350m,river,A-E-350-RV,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
post1,23/12/2019,PLPE,A,West,250m,buffer.core,A-W-250-BC,10,3,0,0,2,0,0,4,0,0,0,0,0,0,4,0
post1,23/12/2019,PLPE,A,West,250m,OP.core,A-W-250-OPC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
post1,23/12/2019,PLPE,A,West,250m,OP.edge,A-W-250-OPE,16,4,0,0,0,0,0,1,0,7,0,0,0,2,6,0
post1,23/12/2019,PLPE,A,West,250m,river,A-W-250-RV,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
post1,26/12/2019,PLPE,A,East,150m,buffer.core,A-E-150-BC,4,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0
post1,26/12/2019,PLPE,A,East,150m,OP.core,A-E-150-OPC,9,3,0,0,0,0,0,5,0,2,0,0,0,0,2,0
post1,26/12/2019,PLPE,A,East,150m,OP.edge,A-E-150-OPE,5,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0
post1,26/12/2019,PLPE,A,East,150m,river,A-E-150-RV,9,3,0,0,0,0,1,4,0,0,0,0,0,0,4,0
post2,13/06/2022,PLPE,A,West,50m,buffer.core,A-W-50-BC,8,2,0,0,0,0,0,6,0,0,0,0,0,0,2,0
post2,13/06/2022,PLPE,A,West,50m,OP.core,A-W-50-OPC,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0
post2,13/06/2022,PLPE,A,West,50m,OP.edge,A-W-50-OPE,4,3,0,0,1,0,0,1,0,0,0,0,0,0,2,0
post2,13/06/2022,PLPE,A,West,50m,river,A-W-50-RV,11,3,0,0,0,0,1,8,0,0,0,0,0,0,2,0
post2,22/06/2022,PLPE,A,East,350m,buffer.core,A-E-350-BC,6,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0
post2,22/06/2022,PLPE,A,East,350m,OP.core,A-E-350-OPC,6,3,0,0,0,0,4,1,0,0,0,0,0,0,1,0
post2,22/06/2022,PLPE,A,East,350m,OP.edge,A-E-350-OPE,5,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0
post2,22/06/2022,PLPE,A,East,350m,river,A-E-350-RV,3,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
post2,27/06/2022,PLPE,A,East,150m,buffer.core,A-E-150-BC,8,2,0,0,0,0,0,6,0,0,0,0,0,0,2,0
post2,27/06/2022,PLPE,A,East,150m,OP.core,A-E-150-OPC,10,4,0,0,0,0,0,6,0,2,0,1,0,0,1,0
post2,27/06/2022,PLPE,A,East,150m,OP.edge,A-E-150-OPE,24,3,0,0,1,13,0,10,0,0,0,0,0,0,0,0
post2,27/06/2022,PLPE,A,East,150m,river,A-E-150-RV,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
post2,30/06/2022,PLPE,A,West,250m,buffer.core,A-W-250-BC,12,2,0,0,0,0,0,11,0,1,0,0,0,0,0,0
post2,30/06/2022,PLPE,A,West,250m,OP.core,A-W-250-OPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post2,30/06/2022,PLPE,A,West,250m,OP.edge,A-W-250-OPE,6,3,0,0,0,0,0,3,0,1,0,0,0,2,0,0
post2,30/06/2022,PLPE,A,West,250m,river,A-W-250-RV,8,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0
post3,11/07/2023,PLPE,A,East,150m,buffer.core,A-E-150-BC,17,2,0,0,0,1,0,16,0,0,0,0,0,0,0,0
post3,11/07/2023,PLPE,A,East,150m,OP.core,A-E-150-OPC,18,4,0,0,0,1,0,12,0,0,0,0,0,4,1,0
post3,11/07/2023,PLPE,A,East,150m,OP.edge,A-E-150-OPE,79,3,0,0,0,28,0,49,0,0,0,0,0,0,2,0
post3,11/07/2023,PLPE,A,East,150m,river,A-E-150-RV,15,2,0,0,0,2,0,13,0,0,0,0,0,0,0,0
post3,12/07/2023,PLPE,A,East,350m,buffer.core,A-E-350-BC,10,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0
post3,12/07/2023,PLPE,A,East,350m,OP.core,A-E-350-OPC,12,5,0,0,1,0,0,8,0,1,0,0,0,1,1,0
post3,12/07/2023,PLPE,A,East,350m,OP.edge,A-E-350-OPE,15,3,0,0,0,0,0,13,0,1,0,0,0,0,1,0
post3,12/07/2023,PLPE,A,East,350m,river,A-E-350-RV,16,3,0,0,0,3,0,11,0,0,0,0,0,0,2,0
post3,13/07/2023,PLPE,A,West,250m,buffer.core,A-W-250-BC,30,3,0,0,0,11,0,17,0,2,0,0,0,0,0,0
post3,13/07/2023,PLPE,A,West,250m,OP.core,A-W-250-OPC,5,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0
post3,13/07/2023,PLPE,A,West,250m,OP.edge,A-W-250-OPE,65,4,0,0,0,36,0,21,0,5,0,0,0,0,3,0
post3,13/07/2023,PLPE,A,West,250m,river,A-W-250-RV,24,4,0,0,0,1,2,20,0,0,0,0,0,0,1,0
post3,17/07/2023,PLPE,A,West,50m,buffer.core,A-W-50-BC,9,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0
post3,17/07/2023,PLPE,A,West,50m,OP.core,A-W-50-OPC,24,4,0,0,0,11,0,8,0,3,0,0,0,0,2,0
post3,17/07/2023,PLPE,A,West,50m,OP.edge,A-W-50-OPE,13,5,0,0,2,6,0,3,0,1,0,0,0,0,1,0
post3,17/07/2023,PLPE,A,West,50m,river,A-W-50-RV,24,4,0,0,0,5,2,16,0,0,0,0,0,0,1,0
baseline,11/01/2018,PLPE,B,East,150m,buffer.core,B-E-150-BC,22,4,0,0,0,3,0,11,0,1,0,0,0,0,7,0
baseline,11/01/2018,PLPE,B,East,150m,OP.core,B-E-150-OPC,9,4,0,0,1,0,0,6,0,1,0,0,0,0,1,0
baseline,11/01/2018,PLPE,B,East,150m,OP.edge,B-E-150-OPE,39,4,0,0,0,22,3,13,0,0,0,0,0,0,1,0
baseline,11/01/2018,PLPE,B,East,150m,river,B-E-150-RV,9,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0
baseline,16/01/2018,PLPE,B,West,50m,buffer.core,B-W-50-BC,4,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0
baseline,16/01/2018,PLPE,B,West,50m,OP.core,B-W-50-OPC,7,2,0,0,0,0,0,4,0,0,0,0,0,0,3,0
baseline,16/01/2018,PLPE,B,West,50m,OP.edge,B-W-50-OPE,9,2,0,0,0,3,0,6,0,0,0,0,0,0,0,0
baseline,16/01/2018,PLPE,B,West,50m,river,B-W-50-RV,4,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
baseline,18/01/2018,PLPE,B,West,250m,buffer.core,B-W-250-BC,6,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0
baseline,18/01/2018,PLPE,B,West,250m,OP.core,B-W-250-OPC,9,4,0,0,0,2,0,3,0,0,0,1,0,0,3,0
baseline,18/01/2018,PLPE,B,West,250m,OP.edge,B-W-250-OPE,11,6,0,1,3,3,1,2,0,1,0,0,0,0,0,0
baseline,18/01/2018,PLPE,B,West,250m,river,B-W-250-RV,12,4,0,0,0,0,1,9,0,1,0,0,0,0,1,0
baseline,23/01/2018,PLPE,B,East,350m,buffer.core,B-E-350-BC,7,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0
baseline,23/01/2018,PLPE,B,East,350m,OP.core,B-E-350-OPC,12,4,0,0,0,4,1,5,0,0,0,0,0,0,2,0
baseline,23/01/2018,PLPE,B,East,350m,OP.edge,B-E-350-OPE,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
baseline,23/01/2018,PLPE,B,East,350m,river,B-E-350-RV,7,3,0,0,0,3,2,2,0,0,0,0,0,0,0,0
post1,17/12/2019,PLPE,B,West,50m,buffer.core,B-W-50-BC,10,4,0,0,0,0,1,6,0,1,0,0,0,0,2,0
post1,17/12/2019,PLPE,B,West,50m,OP.core,B-W-50-OPC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
post1,17/12/2019,PLPE,B,West,50m,OP.edge,B-W-50-OPE,21,5,0,1,0,0,3,6,0,9,0,0,0,0,2,0
post1,17/12/2019,PLPE,B,West,50m,river,B-W-50-RV,4,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0
post1,23/12/2019,PLPE,B,East,150m,buffer.core,B-E-150-BC,4,3,0,0,0,1,0,2,0,1,0,0,0,0,0,0
post1,23/12/2019,PLPE,B,East,150m,OP.core,B-E-150-OPC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
post1,23/12/2019,PLPE,B,East,150m,OP.edge,B-E-150-OPE,11,4,0,0,0,2,0,6,0,1,0,0,0,0,2,0
post1,23/12/2019,PLPE,B,East,150m,river,B-E-150-RV,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
post1,26/12/2019,PLPE,B,West,250m,buffer.core,B-W-250-BC,10,3,0,0,0,0,0,3,0,2,0,0,0,0,5,0
post1,26/12/2019,PLPE,B,West,250m,OP.core,B-W-250-OPC,15,3,0,0,0,0,0,7,0,2,0,0,0,0,6,0
post1,26/12/2019,PLPE,B,West,250m,OP.edge,B-W-250-OPE,15,4,0,0,0,0,6,7,0,1,0,0,0,0,1,0
post1,26/12/2019,PLPE,B,West,250m,river,B-W-250-RV,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
post1,27/12/2019,PLPE,B,East,350m,buffer.core,B-E-350-BC,18,3,0,0,0,0,0,13,0,1,0,0,0,0,4,0
post1,27/12/2019,PLPE,B,East,350m,OP.core,B-E-350-OPC,16,4,1,0,0,0,2,12,0,1,0,0,0,0,0,0
post1,27/12/2019,PLPE,B,East,350m,OP.edge,B-E-350-OPE,9,2,0,0,0,0,0,4,0,0,0,0,0,0,5,0
post1,27/12/2019,PLPE,B,East,350m,river,B-E-350-RV,5,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0
post2,13/06/2022,PLPE,B,West,250m,buffer.core,B-W-250-BC,8,4,0,0,0,0,1,2,0,1,0,0,0,0,4,0
post2,13/06/2022,PLPE,B,West,250m,OP.core,B-W-250-OPC,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
post2,13/06/2022,PLPE,B,West,250m,OP.edge,B-W-250-OPE,12,4,0,0,1,0,4,3,0,0,0,0,0,0,4,0
post2,13/06/2022,PLPE,B,West,250m,river,B-W-250-RV,9,4,0,0,0,1,1,2,0,0,0,0,0,0,5,0
post2,16/06/2022,PLPE,B,West,50m,buffer.core,B-W-50-BC,14,3,0,0,1,0,2,11,0,0,0,0,0,0,0,0
post2,16/06/2022,PLPE,B,West,50m,OP.core,B-W-50-OPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post2,16/06/2022,PLPE,B,West,50m,OP.edge,B-W-50-OPE,10,2,0,0,0,0,0,9,0,1,0,0,0,0,0,0
post2,16/06/2022,PLPE,B,West,50m,river,B-W-50-RV,10,3,0,0,0,0,2,7,0,0,0,0,0,0,1,0
post2,30/06/2022,PLPE,B,East,150m,buffer.core,B-E-150-BC,5,3,0,0,0,0,0,2,0,0,0,1,0,0,2,0
post2,30/06/2022,PLPE,B,East,150m,OP.core,B-E-150-OPC,3,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0
post2,30/06/2022,PLPE,B,East,150m,OP.edge,B-E-150-OPE,14,6,0,1,2,1,1,8,0,0,0,0,0,0,1,0
post2,30/06/2022,PLPE,B,East,150m,river,B-E-150-RV,6,2,0,0,0,0,0,3,0,0,0,0,0,0,3,0
post2,01/07/2022,PLPE,B,East,350m,buffer.core,B-E-350-BC,9,2,0,0,0,0,0,8,0,1,0,0,0,0,0,0
post2,01/07/2022,PLPE,B,East,350m,OP.core,B-E-350-OPC,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
post2,01/07/2022,PLPE,B,East,350m,OP.edge,B-E-350-OPE,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
post2,01/07/2022,PLPE,B,East,350m,river,B-E-350-RV,14,2,0,0,0,0,1,13,0,0,0,0,0,0,0,0
post3,18/07/2023,PLPE,B,East,150m,buffer.core,B-E-150-BC,12,4,0,0,0,2,0,8,0,1,0,0,0,0,1,0
post3,18/07/2023,PLPE,B,East,150m,OP.core,B-E-150-OPC,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
post3,18/07/2023,PLPE,B,East,150m,OP.edge,B-E-150-OPE,16,5,0,0,1,2,2,10,0,1,0,0,0,0,0,0
post3,18/07/2023,PLPE,B,East,150m,river,B-E-150-RV,6,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0
post3,18/07/2023,PLPE,B,East,350m,buffer.core,B-E-350-BC,30,3,0,0,0,12,0,16,0,0,0,0,0,0,2,0
post3,18/07/2023,PLPE,B,East,350m,OP.core,B-E-350-OPC,16,6,1,0,1,2,0,8,0,2,0,0,0,0,2,0
post3,18/07/2023,PLPE,B,East,350m,OP.edge,B-E-350-OPE,14,4,0,0,2,3,0,8,0,0,0,0,0,0,1,0
post3,18/07/2023,PLPE,B,East,350m,river,B-E-350-RV,34,3,0,0,0,15,0,15,0,0,0,0,0,0,4,0
post3,20/07/2023,PLPE,B,West,250m,buffer.core,B-W-250-BC,38,4,0,0,0,14,0,16,0,5,0,0,0,0,3,0
post3,20/07/2023,PLPE,B,West,250m,OP.core,B-W-250-OPC,25,3,0,0,0,15,0,9,0,1,0,0,0,0,0,0
post3,20/07/2023,PLPE,B,West,250m,OP.edge,B-W-250-OPE,36,7,0,1,1,1,17,12,0,3,0,0,0,1,0,0
post3,20/07/2023,PLPE,B,West,250m,river,B-W-250-RV,16,3,0,0,0,0,1,14,0,1,0,0,0,0,0,0
post3,20/07/2023,PLPE,B,West,50m,buffer.core,B-W-50-BC,27,6,0,0,1,5,3,15,0,1,0,0,0,0,2,0
post3,20/07/2023,PLPE,B,West,50m,OP.core,B-W-50-OPC,9,3,0,0,1,0,0,7,0,0,0,0,0,0,1,0
post3,20/07/2023,PLPE,B,West,50m,OP.edge,B-W-50-OPE,37,3,0,0,0,20,1,16,0,0,0,0,0,0,0,0
post3,20/07/2023,PLPE,B,West,50m,river,B-W-50-RV,34,4,0,0,0,6,5,22,0,0,0,0,0,1,0,0
baseline,11/01/2018,PLPE,C,East,150m,buffer.core,C-E-150-BC,11,2,0,0,0,1,0,10,0,0,0,0,0,0,0,0
baseline,11/01/2018,PLPE,C,East,150m,OP.core,C-E-150-OPC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
baseline,11/01/2018,PLPE,C,East,150m,OP.edge,C-E-150-OPE,30,5,0,0,0,7,0,17,0,4,0,0,0,1,1,0
baseline,11/01/2018,PLPE,C,East,150m,river,C-E-150-RV,12,2,0,0,0,3,0,9,0,0,0,0,0,0,0,0
baseline,15/01/2018,PLPE,C,East,350m,buffer.core,C-E-350-BC,12,4,0,0,0,4,0,6,0,1,0,0,0,1,0,0
baseline,15/01/2018,PLPE,C,East,350m,OP.core,C-E-350-OPC,4,3,0,0,2,0,0,0,1,0,0,0,0,1,0,0
baseline,15/01/2018,PLPE,C,East,350m,OP.edge,C-E-350-OPE,16,6,0,0,1,0,0,3,1,2,0,0,0,2,7,0
baseline,15/01/2018,PLPE,C,East,350m,river,C-E-350-RV,14,3,0,0,0,0,0,9,0,0,0,0,0,1,4,0
baseline,19/01/2018,PLPE,C,West,250m,buffer.core,C-W-250-BC,5,3,0,0,0,2,0,1,0,2,0,0,0,0,0,0
baseline,19/01/2018,PLPE,C,West,250m,OP.core,C-W-250-OPC,8,4,0,1,0,4,0,2,0,0,0,0,0,1,0,0
baseline,19/01/2018,PLPE,C,West,250m,OP.edge,C-W-250-OPE,9,5,0,0,1,0,0,3,0,1,0,0,0,1,3,0
baseline,19/01/2018,PLPE,C,West,250m,river,C-W-250-RV,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
baseline,23/01/2018,PLPE,C,West,50m,buffer.core,C-W-50-BC,7,4,0,0,2,1,0,3,1,0,0,0,0,0,0,0
baseline,23/01/2018,PLPE,C,West,50m,OP.core,C-W-50-OPC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
baseline,23/01/2018,PLPE,C,West,50m,OP.edge,C-W-50-OPE,5,3,0,0,0,0,0,3,1,0,0,0,0,1,0,0
